C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_354.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_354.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_354.jpg, 0, 0, 0, 0.001039676
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_456.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_456.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_456.jpg, 0, 0, 0, 0.001120406
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_558.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_558.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_558.jpg, 0, 0, 0, 0.001081504
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_661.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_661.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_661.jpg, 0, 0, 0, 0.001112904
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_766.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_766.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_766.jpg, 0, 0, 0, 0.001063446
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_866.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_866.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_866.jpg, 0, 0, 0, 0.001081263
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_25_970.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_25_970.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_25_970.jpg, 0, 0, 0, 0.001030575
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_072.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_072.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_072.jpg, 0, 0, 0, 0.001095856
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_174.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_174.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_174.jpg, 0, 0, 0, 0.0010822
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_278.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_278.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_278.jpg, 0, 0, 0, 0.001115355
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_381.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_381.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_381.jpg, 0, 0, 0, 0.001053698
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_485.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_485.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_485.jpg, 0, 0, 0, 0.001079261
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_587.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_587.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_587.jpg, 0, 0, 0, 0.001101415
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_694.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_694.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_694.jpg, 0, 0, 0, 0.001077568
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_799.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_799.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_799.jpg, 0, 0, 0, 0.001091536
C:\Users\thanh\Desktop\Data_training\IMG\center_2022_02_26_13_27_26_905.jpg, C:\Users\thanh\Desktop\Data_training\IMG\left_2022_02_26_13_27_26_905.jpg, C:\Users\thanh\Desktop\Data_training\IMG\right_2022_02_26_13_27_26_905.jpg, 0, 0, 0, 0.001055056
